country,four_regions,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Lithuania,europe,3396326427.1441116,3526032637.8969326,3573915598.132882,3694775795.409912,3980513459.3707414,3961728280.50772,4018631316.3749332,4041294655.079069,4211711856.911642,4625323829.275365,3310731632.677891,3395559877.8585763,3602147713.42869,3877659619.7186112,4031693708.0715413,3797429373.001713,3902086511.207147,3975982699.718584,4140842334.819596,4248468849.1375456,4302049804.5912895,4303967211.30251,4339038533.488738,4456667255.04541,4722984686.49205,4876672925.822775,5330488361.111085,5571439040.88131,6025202885.224435,6580369037.756611,15866609805.2645,14966074503.6294,11784441130.4475,9872196086.13178,8908072279.16315,9201155000.0,9678020500.0,10400885250.0,11194349750.0,11074208250.0,11434200000.0,12204375000.0,13042025000.0,14378400000.0,15435325000.0,16639625000.0,17944975000.0,19710725000.0,20287746250.0,17296985000.0,17527068250.0,18555907156.275
Luxembourg,europe,4302303281.30946,4469727301.59291,4530456488.39195,4686263804.40266,5054877293.26448,5017727301.371,5073218553.94383,5084213781.68867,5296930800.21982,5825186184.28227,5924720196.06424,6082746482.89864,6484097815.77168,7023099915.84725,7318945711.24757,6837990640.18539,7011288020.40848,7121349574.6933,7411542534.41936,7585388324.07353,7649172559.44289,7607029403.93099,7693087499.2706,7923039792.25893,8413233452.96787,8648106210.88568,9511527495.90296,9887325849.98257,10724118201.8923,11774873893.9806,12401289199.2574,13473280264.5012,13718447180.6292,14294710857.0827,14840900498.6634,15053451911.9263,15281888980.8746,16189489177.5662,17240171942.4352,18691358145.9076,20269578035.7472,20779788755.9776,21632774847.4052,21967645545.4719,22933852106.5844,24179117582.7525,25381346505.2111,27066319404.9017,27270323847.8108,25825285723.4398,26516904699.7522,26928586463.9945
"Macedonia, FYR",europe,3195146610.5266547,3300219192.397875,3354778752.96873,3422556110.50577,3649635242.7288647,3625985069.638855,3676794252.861065,3745327741.00595,3933851628.5453997,4245811397.7558002,4365925075.31805,4500089410.488874,4682201140.868375,4913992116.496429,5090060336.605619,4867589486.36281,4909782872.61021,4998007497.78289,5104844969.643105,5329641685.266425,5373918077.498105,5202580087.22327,5220283335.03034,5347652073.247155,5616378005.424635,5750109493.254644,6209758088.50931,6414786562.485365,6883251210.54111,7470676851.843045,3932157067.5423,3689516997.71601,3447300380.92961,3189802353.11207,3133724417.22472,3098797308.40986,3135512238.7443,3180668431.59864,3288135721.78345,3430814902.61605,3586883988.95646,3424565368.12094,3453793697.16585,3551069283.20154,3715387792.06024,3877087656.40188,4072129927.20151,4322519752.10044,4536485006.83742,4494737198.35487,4574540277.95807,4713514754.06627
Madagascar,africa,2087989939.74385,2130711083.20284,2179101017.54551,2158848416.60888,2244393192.19325,2234242837.90671,2280369951.7783,2406441700.32323,2570772456.87098,2666436611.22933,2807129954.57186,2917432338.07911,2880304465.96507,2804884317.14561,2861174961.96367,2897188332.54023,2808277724.81194,2874665420.87248,2798147404.86685,3073895046.45932,3098663595.55332,2798130770.51555,2747479170.79008,2772264354.23538,2819522557.8814,2852112775.62361,2907988681.11566,2942247274.98816,3042384219.18992,3166479809.70549,3265591559.32407,3059547936.29744,3095838834.69407,3160744947.59995,3158481593.50944,3212561531.54284,3281596748.95686,3402802282.56971,3536611916.70005,3701386758.14988,3877575177.25968,4110920842.43682,3589911444.41624,3941180406.51647,4148368403.22472,4339312825.23752,4557258851.96535,4841663812.66139,5186794027.88045,4949331454.56665,5026822442.59292,5076555381.05748
Malawi,africa,347712093.458968,374275949.230909,376777477.837994,371536207.467584,381423169.454662,433359630.298844,490775605.245104,526511675.788439,516386439.494266,546762148.376785,549382768.274276,638484762.0518,678270976.033488,693875695.854311,743667963.113483,788933721.772676,828362509.006008,869101636.763512,953796182.656036,995726529.07188,999776611.359378,946887236.73938,970592121.135199,1006685618.42689,1060647028.68854,1109129016.57439,1106746579.25772,1124733858.69693,1160469929.24026,1176074649.06108,1243020281.54778,1351538833.70195,1252430786.64694,1373814378.00948,1233133288.98527,1439421907.48376,1544739823.87934,1603322832.32072,1665776322.98803,1716453871.17722,1743506520.28913,1656767701.30891,1684932752.23116,1777604053.60388,1875372276.55209,1924131955.74244,2072290116.33461,2192482943.08203,2375260855.55277,2589842235.52939,2758392725.17612,2882733193.59963
Malaysia,asia,6631037035.78948,7134862821.05263,7592994492.63158,8150229423.1579,8586997221.05264,9246896225.50745,9969699382.8724,10354245291.4892,11180306433.7293,11726859458.9993,12428892426.4213,13143980655.0992,14377137702.6707,16061304719.3242,17395939032.7455,17535397064.9376,19563161662.908,21080573282.9253,22482860323.2512,24584805734.881,26414956133.7205,28248669795.1179,29926902602.1095,31797409275.6634,34265500440.8174,33880956356.7076,34271437387.2397,36118203573.1324,39707531040.8061,43304430213.3521,47206007491.9192,51712040356.1942,56306715078.1808,61878234603.0313,67578484057.7495,74220828751.2374,81644916394.8703,87623563753.9284,81174981724.8763,86157185424.7484,93789736842.1053,94275263157.8948,99357631578.9474,105108947368.421,112238947368.421,118223684210.526,125138421052.632,133247631578.947,139653485880.977,137368729997.694,147250929612.046,154815013649.811
Maldives,asia,5368700281.974453,5781679967.21608,6148721466.760656,6593034958.581866,6962622400.788179,7505554225.545268,8084046276.519518,5647821214.221613,6078307219.057022,6352711364.62162,6733754841.368075,7104639973.746844,7752346630.3441105,8586226519.213165,9245049913.0374,9378377294.103695,10475455038.7896,11278212474.162846,11968556624.45537,13095119050.36511,13975470033.02709,14858446542.76968,15663517384.080301,16632359658.45546,17898463031.414097,17619234218.483177,17871729910.338272,18791298733.13321,20596809863.430824,22482669001.386337,24418072020.738987,26684260468.56873,29050617247.580395,31817181005.034775,34675315096.27963,420314722.34976,458492055.091223,506194041.980556,555755697.913223,595920613.441741,624337143.585387,645905368.680564,684924265.615625,795445094.912069,877061583.722413,817106994.266863,977140736.374264,1080294818.86506,1212071918.47371,1154629612.12062,1220714434.04233,1311837035.73776
Mali,africa,4106363528.159426,4428497113.379529,4704448440.889731,5035840494.005833,5338247580.52372,5764212225.583086,6198393170.166635,941397136.954026,976308004.384744,978563270.243941,1038617256.31485,1065299292.39449,1127555558.01752,1111148319.10213,1094160793.3293,1221357523.26979,1387748414.6712,1475851665.40039,1454252925.65954,1605432365.84922,1535983932.33368,1468223290.42146,1400132166.0511,1467310041.24752,1531425622.01079,1357512080.25875,1472022433.43684,1464393893.13402,1486088686.05555,1660907789.42058,1630136549.55878,1656480580.94326,1794519416.97999,1756127407.03825,1772146134.80977,1882178773.06183,1942754934.64248,2074106419.28791,2199239626.79295,2347354303.75306,2422469641.47315,2715588468.09141,2828375518.26183,3038846112.57877,3105260709.44113,3294054174.63506,3468639045.89072,3617790524.86402,3798680051.10721,3969620653.40705,4199858651.30466,4313254834.88989
Malta,europe,2844026774.3443995,3075314259.5429783,3260175415.0188065,3478646029.429799,3713872760.259259,4022870225.620905,4312740063.813751,814513930.076608,856846607.7654754,860921777.4294386,627739540.080255,643144191.196247,680693029.332518,708915620.446493,780065162.255036,932646642.923558,1091355894.00236,1224328510.14182,1360977788.13553,1503754837.51932,1609765263.46163,1663076865.24723,1701069041.00713,1690651832.0935,1706584034.76831,1750703980.93849,1818722232.1007,1893481029.34248,2052803058.0502,2220703964.74443,2360417127.94327,2508096392.47953,2625749583.57309,2743402773.68685,2898435362.9114,3082268472.28044,3198696108.11618,3366850884.30719,3539422299.76604,3706482063.56648,3957418082.79925,3896082511.62241,4005624314.45899,4010915242.32409,3990731332.32021,4137015689.7755,4229019046.54075,4409988375.55611,4602421381.6125,4480338120.13272,4601833500.7386,4698472004.25411
Marshall Islands,asia,1581690020.5293722,1722131405.7064276,1815902389.1478825,1921451564.8537655,2089497939.9947996,2281528225.658723,2427086957.460869,687630723.19919,737385211.1462066,743280284.6149364,664183483.358873,678341692.8322744,694501319.469974,692375477.9899964,769049860.7194381,825880434.498162,935963188.3411906,995117622.3256885,1061509442.865229,1151149003.4460835,1217614500.8304296,57856987.4966798,60652192.080496,70058076.7806699,72766588.6871734,68213305.3728538,84954567.5399689,92909561.1060492,100146273.981233,98452212.7251972,101087071.991107,101175900.039142,108400623.657185,114911452.726642,121665659.881187,131658299.831915,118093638.632082,110481765.336538,107339370.964759,104766286.856212,110937729.412641,116887741.466861,119945411.027386,120149396.141195,120082818.406459,123231360.845182,125551289.075319,129379964.280803,126882296.155474,125193062.63054,131705868.783741,138291162.222928
Mauritania,africa,319353266.714345,368948551.869877,371629363.276958,364257100.277732,465123119.730339,540186225.69654,541433851.107987,560747516.321772,617923814.526938,625638791.800434,700627426.637491,713539194.468302,708309609.60743,675835335.5335,758034559.18384,719114226.072766,780570482.680021,765906734.509557,762041097.594928,798543169.372847,825463738.199229,853944618.4091,833962962.06941,865114331.37455,837198264.302812,862270347.67131,911536847.638094,928859549.893171,944839630.558912,989980151.10309,972444587.662969,989832744.397124,1008383455.83913,1067612242.47558,1034935491.57296,1136564091.59526,1202698785.38246,1154053268.26685,1206212447.04187,1299245507.16819,1293653473.22014,1319640344.40555,1328412943.41555,1407835146.11873,1488746515.1226,1622278157.54553,1928387627.92558,1959519170.34319,2028435534.83749,2003684748.76444,2107593972.48981,2207705289.66642
Mauritius,africa,47337085525.643875,49722131546.08295,52034113703.67997,56233710549.01187,62957353871.95567,67113558551.41677,71189053130.65599,75350925272.7179,82453620801.75896,85265692049.66971,90827233347.11525,94237854096.13066,101960532847.85323,109931694874.93324,116303837652.24641,122943661460.0174,1475132139.79521,1571718172.758,1631927647.85168,1689314803.80034,1519348473.06714,1608721912.65932,1697154579.20317,1703668178.86749,1783713081.40901,1907760968.34949,2093615678.7714,2279759882.51172,2434586280.27952,2543294176.58458,2726074033.40225,2846987581.8199,3032403303.28493,3186511947.39659,3318310635.1787,3460591055.46483,3653963480.9228,3861781830.20217,4096216243.37224,4203159418.80727,4582562397.94315,4700497863.39525,4799834108.84689,4975357150.44097,5261229604.24519,5326541854.3562,5536815244.97488,5862115925.6808,6185513728.31866,6373107273.82177,6636426092.74919,6909269806.40436
Mexico,americas,94354817784.5734,99075314540.296,103696598044.083,112103163997.746,125449584624.181,133686930877.137,141836672410.204,150141103029.114,164289317788.991,169905745307.539,180953839267.593,187762168997.793,203212756086.099,219187554414.333,231849640745.309,245168208693.962,255998377350.172,264678359982.586,288385448038.016,316353559443.042,345563280746.975,375878167054.007,373518018233.035,357844094428.588,370762913620.175,380378220215.41,366099126583.803,372893000112.578,377537151452.896,393387268233.086,413325339980.804,430776972106.142,446408398241.76,455115704020.581,475405936893.87,445845258682.303,468760936466.252,500522064862.549,525080308657.694,545418010283.765,581426421971.453,580513674391.545,585312691416.452,593223360014.088,617269309006.4,637055457596.052,669864782183.058,691704027302.286,699939486221.459,656259080282.989,692479257708.904,719742387372.181
"Micronesia, Fed. Sts.",asia,79884417560.05798,83787718398.2229,87792127817.96896,94864634314.60255,106005243709.58557,112897619193.86989,119666853303.74278,126734598641.58858,138684728297.22086,143513677186.53033,121034327987.22528,125594044902.41544,135913925056.45166,146592545503.61188,155054855610.48022,163929150271.37714,171170600778.27335,176975200272.95526,192800601146.37787,211465221952.5315,174183929102.96664,189331399386.85684,188314656326.0974,180545476600.82605,187059388851.47665,191778264837.32513,163395772.26364,165356129.459364,169570897.430172,175549986.877132,182117183.482809,195643648.133308,203485076.916206,220050095.220079,218873880.902644,235010116.901958,227728371.709885,214180760.223691,220012603.97398,223593594.092404,233611434.360038,237472671.374342,238667142.842075,242853327.620526,234979963.064189,239902742.976358,240271104.661325,235138826.940497,229491005.210346,231026154.298833,238245803.831236,241581245.084874
Moldova,europe,65414017335.54256,68500122256.14981,71887657591.85495,77626104631.4591,86560902794.99014,92108307510.60278,97497034197.28156,103328094254.06314,113080138805.45068,117121609065.5217,61114816706.85759,63425920807.03786,68615094026.804306,73997536592.89078,78260070475.65143,82690091848.79224,86342824206.3747,89272040563.32455,97215754254.73975,106576884462.02103,2804577458.95829,2784631719.70667,3111294419.15988,3246858773.06406,3355864082.7783,3178309459.24028,3429668862.05401,3470900663.0294,3529644421.80166,3707266120.98946,3618291734.08572,3039365056.632,2154909825.15208,2129050907.25027,1471174176.90993,1450577738.43319,1375147696.03467,1397150059.17122,1306335305.32509,1261919904.94404,1288420222.94787,1367013856.54768,1473640937.3584,1570901239.22406,1687306011.40824,1813877408.69432,1900665177.8829,1958976512.17176,2111088029.60614,1984642726.16552,2125552359.72328,2261587710.74557
Monaco,europe,50943617111.02714,53212526114.07671,55983187365.74092,60387574948.315674,67116561880.3947,71318995827.3357,75327215090.82033,79921589866.5377,87475549313.68054,90729540944.51305,1195305426.48991,1257796711.66029,1316262997.15696,1402527682.16965,1465285340.82263,1451033426.20738,1515047634.47605,1568880853.69384,1630907363.10165,1688546971.51053,1717006711.95972,1732844010.46926,1774993525.74049,1796204225.32075,1822869157.86104,1854016517.40026,1899483763.6787,1946677846.66341,2036197802.80865,2120978142.17636,2177045227.3776,2199145064.84165,2229199373.81045,2208826373.05266,2257765662.91562,2305565976.31752,2331174598.63139,2383328745.06424,2466823142.90958,2548241661.56743,2647883820.18625,2705812352.27233,2733587430.45005,2763316163.84424,2831583508.70378,2885253732.83757,3030940182.62071,3472925286.43414,3820217815.07755,3719800903.40154,2127878328.997085,2379753212.490225
Mongolia,asia,36473216886.51172,37924929972.00362,40078717139.6269,43149045265.172226,47672220965.79927,50529684144.06859,53157395984.3591,56515085479.01227,61870959821.910385,64337472823.504395,4829503126.921407,5096866155.105894,5239629410.873373,5452400639.528601,5747034038.868687,6098073323.84552,6695522748.245399,7075904991.882859,7251885253.158,7585830119.190321,7840091941.563446,739932438.069755,801658609.187085,848427676.717301,898768449.548461,950113942.984117,1039187072.96529,1075128900.79598,1130046187.4039,1177261729.08064,1139772298.09852,1040685683.55311,944354970.160972,914430329.695368,933947772.378265,993500269.238828,1015705932.58652,1055285083.63296,1090530936.40348,1124014260.31553,1136896162.14218,1170465415.00598,1225863291.05693,1311730534.98085,1451107229.39026,1556365693.02251,1689531996.17992,1862675511.53404,2028460485.75373,2002727457.49262,2130204298.27089,2497918714.23488
Montenegro,europe,22002816661.996307,22637333829.930527,24174246913.51288,25910515582.028778,28227880051.203842,29740372460.801483,30987576877.897873,33108581091.48683,36266370330.14023,37945404702.49574,8463700827.352904,8935935598.551498,9162995824.589787,9502273596.88755,10028782736.914743,10745113221.48366,11875997862.01475,12582929130.071878,12872863143.21435,13483113266.870111,13963177171.167173,10135471059.432377,11105676651.122892,11069377142.94535,11556160149.00993,12284350533.18381,13308976874.367495,13001498284.98949,14327027230.4666,14676328500.22747,15225944492.120611,16187383518.748756,15507689697.354687,15340528325.808683,16891905653.112432,15841011704.905716,17726705844.39941,1004514317.85277,1053735519.42755,954684380.601355,984279596.4,995106671.9604,1014013698.72765,1039364041.19583,1085096059.00846,1130670093.48681,1227907721.52668,1359293847.73003,1453085123.2234,1370259271.19967,1404515752.97966,1440190453.10534
Morocco,africa,7532416437.48088,7349737687.85742,8269776687.39885,8671985898.88533,8783539136.60841,8951060777.5344,8817757771.43665,9702076703.96139,10661780838.3701,11553336581.4871,12097898527.7844,12775005041.9971,13086362238.3062,13552146554.2465,14310531434.9608,15392153119.1218,17056472975.7841,18089953268.2609,18493841033.2707,19380396414.5499,20086262400.7709,19531009680.795,21409694693.0587,21290326609.1734,22213551848.4714,23618587123.3835,25578766675.7697,24927867669.183,27524008273.5293,28175395271.3743,29312116686.1427,31334081353.9444,30071024424.5484,29766626321.922,32849863533.8466,30688523140.5726,34437705756.2123,33670529277.0423,36248368734.4713,36440273804.5824,37020609824.9576,39816388504.8512,41136714247.6646,43735306931.6847,45835417944.6449,47200631556.4376,50863330781.5553,52239577756.1013,55158232262.2134,57782852366.0619,59908047776.3928,62633129053.6422
Mozambique,africa,6296875801.442495,6155903108.357761,6897208948.913,7224308927.276946,7335148569.6564045,7465456243.134663,7380260173.680025,8082591390.072315,8852522526.764132,9580188340.710035,10024532362.546394,10562078995.28215,10821829966.597506,11192776484.582085,11821719043.358257,12692453306.897263,14040567803.970045,14879280831.974148,15220336431.102007,15939654711.307566,2462152426.58066,2585260119.62419,2406877184.56559,2028997418.10979,1897112587.36695,1916083654.43472,1872013803.10123,2147199839.32856,2323270125.17948,2474282790.8879,2499025440.94482,2621477663.45504,2487658528.1217,2702957512.83807,2885825834.38977,2963765703.31726,3183084365.36274,3508986383.39406,3887330273.75412,4202894942.16882,4248747769.46269,4754303084.39786,5173488004.64998,5485124961.33554,5917558733.10904,6483607269.67489,6893450298.39693,7395431382.91549,7900511175.26117,8401035414.95649,8972305823.17354,9609339536.61886
Myanmar,asia,5061335165.404112,4962068528.858104,5524641210.427151,5776631955.668562,5886758002.704398,5979851708.734924,5942762575.923402,6463106076.183242,7043264215.158164,7607040099.932968,7951166197.308389,8349152948.567201,8557297694.888812,8833406414.917671,9332906651.755716,9992753494.672728,11024662632.15599,11668608395.687395,11946831828.933315,12498913008.065231,2377287219.28829,2449065583.2395096,2355613900.114605,2146224982.0277948,2077513426.5192301,2093176272.666745,2124607052.7248602,2303950183.67547,2402635865.58995,2500934351.8806553,2544831272.3166046,2711923741.12254,2745768272.291965,2823249563.9080153,3022361645.175495,3126300709.551255,3288504795.044675,3523025383.425565,3770436588.486885,3989823117.59089,4078624605.19244,4354469648.184715,4658717931.670705,4902374286.912914,5383638841.451575,5727967811.658485,6108735528.479885,6502789313.968639,6849985033.50141,7087690768.617649,7563887576.297131,7999332214.81735
Namibia,africa,3825794529.365728,3768233949.3584456,4152073471.9413004,4328954984.060179,4438367435.752392,4494247174.335187,4505264978.166779,4843620762.294168,5234005903.5521965,5633891859.155903,5877800032.070383,6136226901.852251,6292765423.180119,6474036345.253257,6844094260.153174,7293053682.448192,8008757460.341938,8457935959.400642,8673327226.764624,9058171304.822899,2292422011.99592,2312871046.85483,2304350615.66362,2263452545.9458,2257914265.67151,2270268890.89877,2377200302.34849,2460700528.02238,2482001606.00042,2527585912.87341,2590637103.68839,2802369818.79004,3003878016.46223,2943541614.97796,3158897455.96122,3288835715.78525,3393925224.72661,3537064383.45707,3653542903.21965,3776751293.01296,3908501440.92219,3954636211.97157,4143947858.69143,4319623612.49029,4849718949.79411,4972328353.64208,5324020758.56284,5610147245.02179,5799458891.74165,5774346122.27881,6155469329.42072,6389324893.01584
Nauru,asia,2590253893.327344,2574399369.8587875,2779505733.45545,2881278012.4517946,2989976868.8003864,3008642639.9354486,3067767380.4101543,3224135448.405094,3424747591.946228,3660743618.3788366,3804433866.8323765,3923300855.1373005,4028233151.471424,4114666275.5888424,4355281868.550632,4593353870.223656,4992852288.527884,5247263523.113892,5399822624.595932,5617429601.5805645,2209311968.801145,2308220093.65221,2347490131.751235,2291451723.29458,2400957112.06161,2485297618.34216,2600407055.98426,2666096024.641135,2787253168.2469053,2876992605.73947,2983290591.217535,3196649546.96211,3371132724.38367,3412925677.93957,3680088935.1514997,3817917760.3813505,3986272766.203375,4173420744.564885,4304200810.03486,4475123390.34124,4701376824.413605,4856299742.284155,4954418027.53437,5155969412.728834,5561315254.697795,5731742931.638545,6016790356.842026,6274303941.12285,6580743756.44989,6735052604.319105,7110941991.51922,7384521721.4376545
Nepal,asia,1354713257.28896,1380564790.35913,1406937994.9696,1433601040.84341,1541586301.84838,1523038105.53571,1630269782.65353,1604650134.51602,1615489280.34026,1687595377.60177,1731067701.59437,1710374808.42235,1763700879.76273,1755296205.92443,1866469476.94809,1893654057.99912,1976947116.71383,2036591086.82714,2126318022.42724,2176687898.33823,2126201925.60637,2303569140.44959,2390629647.83885,2319450900.64336,2543999958.45171,2700326345.78555,2823613809.62003,2871491521.25989,3092504730.49339,3226399298.60553,3375944078.74668,3590929275.13418,3738387432.30511,3882309740.90118,4201280414.34178,4346999804.97745,4578620307.68014,4809777105.6727,4954858716.85007,5173495487.66952,5494252207.90502,5757963272.59674,5764888196.37731,5992315212.96738,6272911559.60148,6491157509.63501,6709559955.12121,6938460637.22391,7362028621.15813,7695759086.3594,8066414653.61772,8379718549.85947
Netherlands,europe,98359287391.21,98649984992.4033,105401103937.551,109221495044.229,118259468830.709,128480746992.261,132002538317.134,138972291806.663,147888940327.3,157397384437.033,166360843660.454,173565563197.829,177916034509.272,188207174820.331,196217127717.766,196458513461.857,205864265604.704,209819490793.189,214709855410.118,219051113525.222,226172474358.968,224400160606.337,221615900425.476,226203256620.852,233128874303.451,239144018447.466,245808904499.717,250556085328.743,259178268693.966,270634604236.655,281955594046.613,288832598821.522,293760304700.177,297454682600.102,306262566437.816,315805641888.825,326563625485.116,340535469587.02,353896255735.827,370474105839.544,385074626865.672,392490611984.532,392790134493.653,394108353878.711,402922644615.016,411168323101.386,425124149956.814,441791696640.802,449761878487.767,433855151011.438,441185443861.646,446362217923.02
New Zealand,asia,50231394989.66794,50195588156.76488,53672966830.08418,55679851325.795456,60317627795.21588,65535223146.1682,67338863561.69817,70916964133.313,75394503710.89775,80239174564.99968,84741759636.34827,88395717817.6625,90606772317.22011,95858143315.51286,100112133796.84528,100229756260.1852,105036847444.30632,31541493669.0866,31613826996.1506,32227359317.0747,32457368889.4653,33922769242.0711,34122076179.2331,35085826695.2225,36847845727.1555,37135617884.4677,37974476324.9509,38551087262.8055,38493205665.9246,38702098237.9446,38715939298.5474,38214854046.7331,38643270230.8996,41106184617.6535,43279635658.6835,45152836111.0781,46778305308.305,47605110082.7685,47808215118.8227,50282008367.8422,51599748517.9818,53451262720.7858,56077241190.4358,58513885618.5613,60712724762.831,62717853637.3156,63200977861.2817,65084119223.7571,64081242758.2353,63779599883.9907,64991412281.7865,225928317503.07474
Nicaragua,americas,2103502588.12587,1741191321.12645,1944829722.61737,2138207607.36191,2375786759.72277,2589699300.0754,2675188806.26235,2861636459.96302,2900067094.4955,3080964692.96636,3122675612.24251,3225872437.496,3297510125.1682,3509111810.69474,4007139875.92455,4000999058.51341,4209429283.90864,4561694554.0832,4204112424.27671,3090914371.80972,3233459067.61406,3406878860.57921,3379066398.93738,3534949882.9411,3479589248.00171,3337557582.51273,3303604303.45976,3280269197.29744,2871881519.89704,2823128093.56457,2820500756.495,2815121711.3703,2825973079.85884,2814919608.5188,2908866341.7226,3080833197.69159,3276286557.20436,3406249571.61428,3532675435.72262,3781225302.96834,3936327817.17888,4052872049.31031,4083427038.16698,4186354768.15103,4408746005.97779,4597552924.8684,4788455383.60474,4962899553.22515,5099835100.65866,5024905085.63877,5250044048.11411,5494417083.12948
Niger,africa,1020197090.54797,1066579260.01594,1176209886.35746,1287105651.78361,1288792273.61575,1377973629.23466,1372702918.73818,1374389540.57032,1379660251.0668,1303972837.28388,1343819364.42337,1420139175.03809,1346770918.08751,1117179020.32736,1215214138.844,1181270857.20119,1189282276.36174,1281625063.46596,1454293439.84938,1558231734.77849,1523445073.13541,1532721562.29637,1557599199.77829,1483598545.99591,1233977823.99757,1329272302.93435,1413814377.70968,1414868464.54161,1512481962.14231,1526607471.79961,1507000406.64576,1544738760.1214,1444076714.62979,1465007709.5285,1523674847.20822,1563378093.70219,1616831446.27208,1661358428.4426,1834509565.26523,1824075639.29852,1798365122.6158,1926127106.36332,1983894008.81976,2089040391.28721,2091129431.67849,2185230256.10403,2311973610.95806,2390580713.73063,2598561235.8252,2575174184.70277,2781188119.47899,2845155446.22701
Nigeria,africa,12836410903.4874,12861030559.6737,13388717690.5135,14537284759.5172,15256951392.7964,16002249934.4912,15322072030.6578,12909821976.7516,12748660891.3491,15833503315.5929,19793025794.9032,22611064089.1772,23371759532.9419,24632142545.3323,27381255809.3364,25949832877.2232,28296308039.3546,30000910981.7514,28271610953.554,30182610970.1411,31451738766.9935,27322792091.2632,27258666776.8683,25815460905.9089,24571584325.4782,26956196167.4033,27633761236.3709,27440226401.9622,30156667431.0272,32328043287.7356,34977654922.883,36641050126.4032,37710320429.084,38539752619.6476,38578292372.2672,39542749681.5739,41243087917.8816,42356651291.6644,43152718561.7312,43627561283.5314,45983449592.8421,47408936530.2202,48143264348.1839,53102020576.0468,58730834757.1078,61902299833.9916,65740242423.6991,69980375056.9984,74179197560.4183,79371741389.6476,85581744176.4646,91293024018.3164
Norway,europe,38302651834.5497,40705505693.5141,41850936292.0563,43435012261.626,45610954781.9308,48021771421.9004,49840122162.0271,52958159581.3477,54154948069.9077,56594418064.4343,57725534131.6206,60968411443.3433,64180254603.099,67054745036.8418,69615254142.967,73113684286.3201,77348888185.6328,80550482412.4858,83654855453.3924,87300314680.9106,91232456676.4459,92644319022.1097,92760122385.4684,96347057332.5795,102025828220.461,107488317888.769,111828214158.761,113818805967.959,113622064769.995,114755481807.732,116966569350.968,120598906112.994,124847807184.317,128326793090.481,134809195259.238,140452717480.688,147615476382.23,155575832146.212,159749542448.108,162985714850.455,168288531891.204,171637634124.32,174215767563.661,175929063477.969,182897667360.878,187632770146.352,192233391606.635,197333337246.562,197402589381.97,194111628291.582,195424832685.005,198252580321.958
Oman,asia,538829577.015783,544970113.38189,654987545.660702,684666626.635144,685178342.686576,688248615.926492,724068246.495157,1203539587.10714,2189091627.9942,2750947627.67347,3133194420.48882,3161337597.20122,3471946111.36054,2977122354.27666,3319455844.45835,4130515113.5752,4978927994.05691,5029076786.8281,4843326253.13228,5053126618.96927,5358105187.81104,6271505603.56512,6997108649.59088,8163293642.85187,9527510186.00365,10862047279.1905,11079522788.9087,10698300396.5909,11336349949.4532,12669148915.4441,12652625161.4445,13421155506.912,14550395886.4326,15429670540.5986,16027689807.5864,16828564522.5764,17341152465.7088,18387433053.0889,18873291187.3623,18849736048.6861,19867880550.2714,21354315271.5084,21902763276.506,21968471566.3355,22715399599.5909,23622652659.5986,24921898555.8765,26616587657.6761,30023510877.8586,30353769497.515,31567920277.4157,33304155892.6735
Pakistan,asia,8608436615.96099,9123853537.21072,9532862992.81697,10361157396.8518,11145471880.9173,12306759369.2557,13019314804.3233,13722437559.5652,14715011784.9371,15525499865.0309,17288181548.8722,17369154645.3867,17510436462.5091,18747419896.2922,19411114501.3538,20228597212.2168,21271622035.3377,22111361494.6033,23891001858.7055,24788929769.4211,27321293468.6984,29485348529.234,31412949297.8312,33542237848.2809,35241221159.2646,37916775091.557,40002824737.7986,42583944208.7002,45831088670.5849,48104204750.3484,50248972481.2039,52792358268.5397,56860483455.3426,57859947293.801,60022413963.5855,63001091770.1642,66054490892.3434,66724545016.0692,68426177245.8095,70930666164.4494,73952374969.7995,75418468995.4034,77850284714.506,81623159361.2372,87637620103.5938,94357063094.1427,100186010330.491,105879697771.565,107569517451.685,111437023701.397,116055243076.07,118790417252.851
Palau,asia,5269269997.659941,5630734618.13284,5924643065.671076,6436341992.72978,6885385625.61075,7585932031.49134,8049927734.48817,8533426830.424576,9145579996.881756,9703318651.18463,10708598695.47776,10948225269.41046,11122547589.134071,11869015178.381615,12261785502.590746,12711192088.490505,13275388065.510975,13725756717.994968,14875640138.765636,15456691269.12122,16756511660.531174,18123569565.38625,19268195671.197212,20172870105.977066,21114531300.37951,22624985991.492035,23798827272.920654,25020689679.694378,26145365314.78164,27332381131.43926,28670434535.624725,112264251.426463,105079339.335169,92154580.5969431,98881864.98052,109659988.263397,121064627.04279,123849111.272426,126326095.708646,119504486.540379,119863000.0,121421219.0,117171476.335,115648247.142645,121315011.252635,127987336.871529,131826956.977675,134595323.074207,128000152.24357,125312149.046455,127818392.027385,135231858.764973
